channel,city,region,customer_name,order_date,order_id,department,product_category_gender,product_sub_category,product_sku,product_name,distance_from_warehouse,price,cost_of_sale,discount,order_quantity,sales,gross_profit,gross_profit_margin
Franchise,Abbey Ward,Buckinghamshire,"Page, Patricia A Esq",02.11.18,34883,Clothing,Men,Hoodies & Sweatshirts,MH07-S-Gray,Hero Hoodie-S-Gray,160,30,427.80 ,0.10 ,31,930,502,54.0%
Franchise,Abbey Ward,Buckinghamshire,El Hispanic News,02.11.18,40261,Clothing,Men,Pants,MP07-33-Black,Thorpe Track Pant-33-Black,160,32,532.50 ,0.10 ,26,832,300,36.0%
Franchise,Abbey Ward,Buckinghamshire,Sound Vision Corp,02.11.18,40261,Clothing,Men,Tanks,MT03-L-Blue,Primo Endurance Tank-L-Blue,160,22,419.80 ,0.00 ,36,792,372,47.0%
Franchise,Kilmersdon,Somerset,"Berick, Joseph G Esq",02.11.18,9057,Clothing,Men,Tanks,MT05-M-Blue,Rocco Gym Tank-M-Blue,70,20,204.00 ,0.00 ,20,400,196,49.0%
Supermarket,St. Stephens Ward,Kent,Pro Img Mktng & Pub Rel Inc,02.11.18,3332,Clothing,Men,Shorts,MSH08,Orestes Fitness Short,40,31,107.90 ,0.00 ,6,186,78,42.0%
Local store,Wilmington,Kent,Richard Mulholland Prop Inc,03.11.18,32291,Clothing,Men,Jackets,MJ11-XL-Red,Typhon Performance Fleece-lined Jacket-XL-Red,45,65,262.00 ,0.00 ,13,845,583,69.0%
Franchise,Greets Green and Lyng Ward,West Midlands,Champagne Room,03.11.18,5856,Clothing,Men,Hoodies & Sweatshirts,MH01-S-Gray,Chaz Kangeroo Hoodie-S-Gray,65,23,463.70 ,0.00 ,42,966,502,52.0%
Franchise,Parwich,Derbyshire,Levy Security Consultants Ltd,03.11.18,32291,Clothing,Men,Jackets,MJ08-L-Blue,Lando Gym Jacket-L-Blue,175,61,80.50 ,0.00 ,4,244,164,67.0%
Small chain store,Woodstock Ward,South Gloucestershire,Agopgee Enterprises Inc,03.11.18,18247,Clothing,Men,Shorts,MSH04-32-Yellow,Torque Power Short-32-Yellow,35,30,204.00 ,0.00 ,20,600,396,66.0%
Supermarket,Bargate Ward,Southampton,Alphabetland Pre School Center,03.11.18,26374,Clothing,Men,Tees,MS06-S-Green,Zoltan Gym Tee-S-Green,35,8,24.40 ,0.10 ,5,40,16,39.0%
Franchise,Lavenham,Suffolk,"Prugh, Pamela J Cpa",04.11.18,18533,Clothing,Men,Pants,MP11-34-Blue,Aether Gym Pant -34-Blue,80,43,60.20 ,0.10 ,5,215,155,72.0%
Supermarket,Carbrooke,Norfolk,Dilling Harris Inc,04.11.18,18533,Clothing,Men,Tees,MS09-XL-Blue,Ryker LumaTech&trade; Tee (Crew-neck)-XL-Blue,205,20,259.20 ,0.00 ,27,540,281,52.0%
Local store,Carbrooke,Norfolk,"Cappello, A Barry Esq",05.11.18,26337,Clothing,Men,Tees,MS01-XS-Black,Aero Daily Fitness Tee-XS-Black,205,21,491.40 ,0.10 ,45,945,454,48.0%
Supermarket,Chichester,West Sussex,Word & Image Workshop Inc,05.11.18,26944,Clothing,Men,Hoodies & Sweatshirts,MH02-M-Black,Teton Pullover Hoodie-M-Black,20,36,84.20 ,0.00 ,6,216,132,61.0%
Local store,Llangeler Community,Ceredigion,Leem Company Inc,06.11.18,31873,Clothing,Men,Tees,MS01-L-Brown,Aero Daily Fitness Tee-L-Brown,50,16,145.60 ,0.10 ,14,224,78,35.0%
Local store,Castle Ward,West Sussex,Schwend Signs,06.11.18,31873,Clothing,Men,Pants,MP06-34-Gray,Mithra Warmup Pant-34-Gray,40,47,47.00 ,0.10 ,2,94,47,50.0%
Franchise,Abbey Ward,Buckinghamshire,Meredith Paving Corp,06.11.18,46151,Clothing,Men,Hoodies & Sweatshirts,MH10-M-Black,Mach Street Sweatshirt -M-Black,160,32,242.90 ,0.00 ,23,736,493,67.0%
Franchise,Weston-Super-Mare,North Somerset,Rug Gallery,06.11.18,31873,Clothing,Men,Shorts,MSH01-36-Black,Cobalt CoolTech&trade; Fitness Short-36-Black,45,39,638.80 ,0.00 ,42,1638,999,61.0%
Franchise,Bargate Ward,Southampton,"Watson, Richard I Md",06.11.18,16679,Clothing,Men,Shorts,MSH05-34-Gray,Hawkeye Yoga Short-34-Gray,35,25,369.80 ,0.10 ,29,725,355,49.0%
Franchise,Llangeler Community,Ceredigion,"Berry, John M Esq",06.11.18,31873,Clothing,Men,Jackets,MJ02-M-Red,Hyperion Elements Jacket-M-Red,50,42,735.00 ,0.10 ,50,2100,1365,65.0%
Small chain store,Prestatyn Community,Denbighshire,Magic Valley Irrigation Supply,06.11.18,37793,Clothing,Men,Jackets,MJ01-XS-Red,Beaumont Summit Kit-XS-Red,55,46,272.30 ,0.10 ,16,736,464,63.0%
Small chain store,Loundsley Green Ward,Derbyshire,A B E Doors & Windows,06.11.18,38371,Clothing,Men,Tanks,MT05-S-Blue,Rocco Gym Tank-S-Blue,55,23,287.00 ,0.10 ,24,552,265,48.0%
Franchise,Parwich,Derbyshire,Pigeon Falls State Bank,07.11.18,34788,Clothing,Men,Shorts,MSH02,Apollo Running Short,175,26,34.30 ,0.00 ,4,104,70,67.0%
Local store,Brockley Ward,Greater London,Paralegal Personnel,08.11.18,46848,Clothing,Men,Hoodies & Sweatshirts,MH11-XS-Red,Grayson Crewneck Sweatshirt -XS-Red,30,32,649.00 ,0.00 ,39,1248,599,48.0%
Local store,Aldborough Ward,Greater London,"Graham, John A Esq",08.11.18,53508,Clothing,Men,Tees,MS03-M-Gray,Balboa Persistence Tee-M-Gray,35,9,17.60 ,0.10 ,4,36,18,51.1%
Local store,Sawston,Cambridgeshire,Elmark Graphics Inc,08.11.18,56706,Clothing,Men,Pants,MP10-36-Blue,Orestes Yoga Pant -36-Blue,5,41,97.60 ,0.00 ,7,287,189,66.0%
Franchise,St. Enoder,Cornwall,Elmark Graphics Inc,08.11.18,41415,Clothing,Men,Jackets,MJ04-S-Purple,Kenobi Trail Jacket-S-Purple,30,57,216.60 ,0.10 ,10,570,353,62.0%
Small chain store,Carbrooke,Norfolk,"Prugh, Pamela J Cpa",08.11.18,53508,Clothing,Men,Shorts,MSH06-32-Blue,Lono Yoga Short-32-Blue,205,45,630.00 ,0.10 ,25,1125,495,44.0%
Small chain store,Loundsley Green Ward,Derbyshire,"Lynema, Cliff Cpa",08.11.18,53508,Clothing,Men,Pants,MP09,Livingston All-Purpose Tight,55,37,206.80 ,0.00 ,13,481,274,57.0%
Small chain store,Devizes,Wiltshire,Atec,08.11.18,37025,Clothing,Men,Tanks,MT05-XL-Blue,Rocco Gym Tank-XL-Blue,40,21,256.40 ,0.00 ,37,777,521,67.0%
Small chain store,Loundsley Green Ward,Derbyshire,Weiss Spirt & Guyer,09.11.18,21922,Clothing,Men,Jackets,MJ06-S-Green,Jupiter All-Weather Trainer -S-Green,55,49,264.10 ,0.10 ,11,539,275,51.0%
Small chain store,City and Hunslet Ward,West Yorkshire,"Novak, Alan Paul Esq",09.11.18,21922,Clothing,Men,Pants,MP03-36-Blue,Geo Insulated Jogging Pant-36-Blue,20,35,788.90 ,0.10 ,49,1715,926,54.0%
Supermarket,Renfrew South & Gallowhill War,Dunbartonshire,Joseph Victor & Son Inc,09.11.18,21922,Clothing,Men,Tanks,MT05-XS-Blue,Rocco Gym Tank-XS-Blue,35,25,199.80 ,0.00 ,17,425,225,53.0%
Supermarket,Whittington,Shropshire,Bohs Well Drilling Inc,09.11.18,10562,Clothing,Men,Shorts,MSH04-34-Purple,Torque Power Short-34-Purple,25,28,81.20 ,0.00 ,10,280,199,71.0%
Local store,Ryde,Isle of Wight,"Thornsjo, Dale O Esq",10.11.18,42144,Clothing,Men,Tanks,MT02-S-White,Tristan Endurance Tank-S-White,40,25,82.50 ,0.00 ,10,250,168,67.0%
Franchise,Abbey Ward,Buckinghamshire,Bridger Valley General Store,10.11.18,51392,Clothing,Men,Pants,MP12-33-Red,Cronus Yoga Pant -33-Red,160,51,198.90 ,0.10 ,10,510,311,61.0%
Small chain store,Devizes,Wiltshire,Atec,10.11.18,28583,Clothing,Men,Tanks,MT06,Vulcan Weightlifting Tank,40,15,240.00 ,0.00 ,25,375,135,36.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,A O J Mfg Corp,11.11.18,27463,Clothing,Men,Pants,MP04-32-Gray,Supernova Sport Pant-32-Gray,155,46,898.40 ,0.00 ,31,1426,528,37.0%
Franchise,Aylesbury,Buckinghamshire,"Schen, Sanford E Md",11.11.18,27463,Clothing,Men,Tanks,MT06-L-Black,Vulcan Weightlifting Tank-L-Black,80,17,110.50 ,0.00 ,10,170,60,35.0%
Local store,Warlingham,Surrey,Gulf Atlantic Equipment Co Inc,12.11.18,47943,Clothing,Men,Hoodies & Sweatshirts,MH06-S-Purple,Stark Fundamental Hoodie-S-Purple,50,22,549.10 ,0.00 ,48,1056,507,48.0%
Franchise,Abbey Ward,Buckinghamshire,Sarrail Lynch & Hall,12.11.18,47943,Clothing,Men,Jackets,MJ10-XS-Red,Mars HeatTech&trade; Pullover-XS-Red,160,40,235.20 ,0.00 ,12,480,245,51.0%
Franchise,Newbold and Brownsover Ward,Warwickshire,Unique Epoxy,12.11.18,20263,Clothing,Men,Tees,MS07-S-Black,Deion Long-Sleeve EverCool&trade; Tee-S-Black,80,24,316.80 ,0.10 ,33,792,475,60.0%
Small chain store,Loundsley Green Ward,Derbyshire,Jim Dunnam Builder Inc,12.11.18,20263,Clothing,Men,Jackets,MJ10-XL-Orange,Mars HeatTech&trade; Pullover-XL-Orange,55,59,212.40 ,0.10 ,8,472,260,55.0%
Supermarket,East Southbourne and Tuckton W,Bournemouth,"Crowan, Kenneth W Esq",12.11.18,59396,Clothing,Men,Tees,MS09-S-Red,Ryker LumaTech&trade; Tee (Crew-neck)-S-Red,20,20,336.20 ,0.10 ,41,820,484,59.0%
Franchise,Parwich,Derbyshire,"Rosati, Marc D Esq",13.11.18,13091,Clothing,Men,Hoodies & Sweatshirts,MH03-XL-Blue,Bruno Compete Hoodie-XL-Blue,175,31,532.00 ,0.00 ,39,1209,677,56.0%
Small chain store,Kirkby Stephen,Cumbria,Active Air Systems,13.11.18,13091,Clothing,Men,Tees,MS02-S-Black,Ryker LumaTech&trade; Tee (V-neck)-S-Black,40,20,115.20 ,0.10 ,12,240,125,52.0%
Local store,Carbrooke,Norfolk,Mouw & Celello Pc,14.11.18,4931,Clothing,Men,Tanks,MT06-M-Black,Vulcan Weightlifting Tank-M-Black,205,18,186.10 ,0.10 ,22,396,210,53.0%
Franchise,Abbey Ward,Buckinghamshire,"Drubner, Norman S Esq",14.11.18,55554,Clothing,Men,Tees,MS10,Logan  HeatTec&reg; Tee,160,6,85.30 ,0.00 ,49,294,209,71.0%
Franchise,Warlingham,Surrey,Visiting Nur Assn Ctrl Jersey,14.11.18,55554,Clothing,Men,Jackets,MJ04-XL-Purple,Kenobi Trail Jacket-XL-Purple,50,50,207.00 ,0.10 ,9,450,243,54.0%
Franchise,Marldon,Devon,"Flash, Elena Salerno Esq",14.11.18,11332,Clothing,Men,Hoodies & Sweatshirts,MH12-XL-Green,Ajax Full-Zip Sweatshirt -XL-Green,45,40,230.00 ,0.10 ,23,920,690,75.0%
Small chain store,Abbey Ward,Buckinghamshire,Hardware Specialty Co Inc,14.11.18,55554,Clothing,Men,Pants,MP01-33-Black,Caesar Warm-Up Pant-33-Black,160,42,156.20 ,0.00 ,6,252,96,38.0%
Small chain store,Abbey Ward,Buckinghamshire,Medlab Environmental Test Inc,14.11.18,32710,Clothing,Men,Tanks,MT06-S-Black,Vulcan Weightlifting Tank-S-Black,160,16,268.30 ,0.00 ,43,688,420,61.0%
Supermarket,Abbey Ward,Buckinghamshire,"Watson, Richard I Md",14.11.18,55490,Clothing,Men,Hoodies & Sweatshirts,MH13-XS-Blue,Marco Lightweight Active Hoodie-XS-Blue,160,28,21.80 ,0.00 ,3,84,62,74.0%
Supermarket,Warlingham,Surrey,Burlington Co Library,14.11.18,4931,Clothing,Men,Tanks,MT06-XL-Black,Vulcan Weightlifting Tank-XL-Black,50,21,491.40 ,0.00 ,45,945,454,48.0%
Supermarket,St. Ive,Cornwall,Village Business Center,14.11.18,11332,Clothing,Men,Tees,MS11-S-Yellow,Atomic Endurance Running Tee (V-neck)-S-Yellow,40,17,34.70 ,0.10 ,6,102,67,66.0%
Supermarket,City and Hunslet Ward,West Yorkshire,Richard Mulholland Prop Inc,14.11.18,49504,Clothing,Men,Tanks,MT06-XS-Black,Vulcan Weightlifting Tank-XS-Black,20,15,209.30 ,0.10 ,45,675,466,69.0%
Franchise,Marldon,Devon,"Flash, Elena Salerno Esq",15.11.18,22407,Clothing,Men,Tees,MS11-M-Green,Atomic Endurance Running Tee (V-neck)-M-Green,45,6,34.20 ,0.10 ,15,90,56,62.0%
Franchise,Marldon,Devon,"Severt, Todd D Esq",15.11.18,7744,Clothing,Men,Jackets,MJ06-XS-Blue,Jupiter All-Weather Trainer -XS-Blue,45,54,702.00 ,0.10 ,26,1404,702,50.0%
Franchise,Crompton Ward,Greater Manchester,Interdependence Associates Inc,15.11.18,9126,Clothing,Men,Hoodies & Sweatshirts,MH08-M-Purple,Oslo Trek Hoodie-M-Purple,90,30,578.10 ,0.00 ,47,1410,832,59.0%
Small chain store,Abbey Ward,Buckinghamshire,Computemp,15.11.18,22407,Clothing,Men,Pants,MP05-33-Black,Kratos Gym Pant-33-Black,160,47,526.40 ,0.10 ,20,940,414,44.0%
Small chain store,Loundsley Green Ward,Derbyshire,"Barr, Albert S Iii",15.11.18,22407,Clothing,Men,Tanks,MT07,Argus All-Weather Tank,55,25,95.00 ,0.00 ,10,250,155,62.0%
Supermarket,Longhill Ward,"Yorkshire, East (North Humbers",Inter American Press Assn,15.11.18,7744,Clothing,Men,Tanks,MT07-L-Gray,Argus All-Weather Tank-L-Gray,25,17,10.70 ,0.10 ,1,17,6,37.1%
Supermarket,Abbey Ward,Buckinghamshire,Visiting Nur Assn Ctrl Jersey,15.11.18,21445,Clothing,Men,Shorts,MSH10-32-Green,Sol Active Short-32-Green,160,41,287.00 ,0.00 ,14,574,287,50.0%
Supermarket,Abbey Ward,Buckinghamshire,Arctic Star Distributing Inc,15.11.18,21445,Clothing,Men,Hoodies & Sweatshirts,MH05-S-White,Hollister Backyard Sweatshirt-S-White,160,42,939.10 ,0.10 ,43,1806,867,48.0%
Franchise,Newport,Isle of Wight,Ernest E Heuer & Company Pc,16.11.18,17282,Clothing,Men,Jackets,MJ10-XS-Red,Mars HeatTech&trade; Pullover-XS-Red,80,44,700.00 ,0.10 ,37,1628,928,57.0%
Supermarket,Whittington,Shropshire,Computer Security Cnslnts Inc,16.11.18,14336,Clothing,Men,Tanks,MT07-M-Gray,Argus All-Weather Tank-M-Gray,25,20,20.80 ,0.10 ,4,80,59,74.0%
Supermarket,Woodstock Ward,South Gloucestershire,Safeguard Chemical Corp,16.11.18,56608,Clothing,Men,Pants,MP01-33-Gray,Caesar Warm-Up Pant-33-Gray,35,52,514.30 ,0.10 ,23,1196,682,57.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,"Gerstenfeld, Gerald F Esq",17.11.18,15139,Clothing,Men,Hoodies & Sweatshirts,MH06-XL-Purple,Stark Fundamental Hoodie-XL-Purple,155,30,214.20 ,0.10 ,17,510,296,58.0%
Small chain store,Abbey Road Ward,Greater London,"Page, Patricia A Esq",17.11.18,5920,Clothing,Men,Tanks,MT07-S-Gray,Argus All-Weather Tank-S-Gray,35,15,33.60 ,0.10 ,4,60,26,44.0%
Supermarket,Abbey Ward,Buckinghamshire,Kxlt Radio (k 108 Fm),17.11.18,15139,Clothing,Men,Pants,MP02-34-Blue,Viktor LumaTech&trade; Pant-34-Blue,160,30,316.80 ,0.00 ,33,990,673,68.0%
Local store,Carbrooke,Norfolk,"Shannon, Paul V Esq",18.11.18,57409,Clothing,Men,Tees,MS02-L-Gray,Ryker LumaTech&trade; Tee (V-neck)-L-Gray,205,16,8.20 ,0.10 ,1,16,8,48.8%
Local store,Carbrooke,Norfolk,T J Boyle & Associates,18.11.18,40965,Clothing,Men,Tanks,MT07-XL-Gray,Argus All-Weather Tank-XL-Gray,205,25,660.00 ,0.10 ,48,1200,540,45.0%
Local store,Carbrooke,Norfolk,Max Video,18.11.18,33189,Clothing,Men,Jackets,MJ11-XS-Red,Typhon Performance Fleece-lined Jacket-XS-Red,205,43,83.90 ,0.00 ,3,129,45,35.0%
Franchise,Walkergate Ward,Tyne and Wear,Hungs,18.11.18,3042,Clothing,Men,Tanks,MT04-S-Blue,Helios Endurance Tank-S-Blue,75,24,268.30 ,0.10 ,26,624,356,57.0%
Franchise,Renfrew South & Gallowhill War,Dunbartonshire,"Clarke, James H Esq",18.11.18,48198,Clothing,Men,Tanks,MT04-XL-Blue,Helios Endurance Tank-XL-Blue,35,24,105.80 ,0.10 ,7,168,62,37.0%
Franchise,Abbey Ward,Buckinghamshire,Miller Searl & Fitch,18.11.18,57409,Clothing,Men,Tees,MS10-L-Black,Logan  HeatTec&reg; Tee-L-Black,160,20,414.80 ,0.00 ,34,680,265,39.0%
Franchise,Abbey Ward,Buckinghamshire,"Haney, Tom C Md",18.11.18,40965,Clothing,Men,Shorts,MSH05-32-Gray,Hawkeye Yoga Short-32-Gray,160,44,803.90 ,0.10 ,29,1276,472,37.0%
Franchise,Parwich,Derbyshire,Levy Security Consultants Ltd,18.11.18,25926,Clothing,Men,Hoodies & Sweatshirts,MH02-L-Purple,Teton Pullover Hoodie-L-Purple,175,44,455.40 ,0.10 ,23,1012,557,55.0%
Small chain store,Abbey Ward,Buckinghamshire,Sigmacom Corporation,18.11.18,48198,Clothing,Men,Hoodies & Sweatshirts,MH07-XL-Gray,Hero Hoodie-XL-Gray,160,35,882.00 ,0.00 ,45,1575,693,44.0%
Small chain store,Dee Ward,Dumfries and Galloway,Creative Consultants,18.11.18,12706,Clothing,Men,Hoodies & Sweatshirts,MH04-S-White,Frankie  Sweatshirt-S-White,35,26,717.60 ,0.10 ,46,1196,478,40.0%
Small chain store,Chirton Ward,Tyne & Wear,"Kenyon, William R Esq",18.11.18,33189,Clothing,Men,Shorts,MSH10-34-Green,Sol Active Short-34-Green,130,44,112.20 ,0.10 ,5,220,108,49.0%
Supermarket,Hawerby cum Beesby,Lincolnshire,"Madaus, Gerald F Jr",18.11.18,40965,Clothing,Men,Tees,MS03-L-Green,Balboa Persistence Tee-L-Green,40,16,224.60 ,0.10 ,39,624,399,64.0%
Supermarket,Steornabhagh a Deas Ward,Western Isles,Horizon Air Magazine,18.11.18,25926,Clothing,Men,Shorts,MSH05-33-Black,Hawkeye Yoga Short-33-Black,50,28,268.80 ,0.10 ,20,560,291,52.0%
Franchise,St. Georges Hill Ward,Surrey,New Jersey Tanning Co Inc,19.11.18,23971,Clothing,Men,Jackets,MJ08-XS-Blue,Lando Gym Jacket-XS-Blue,50,42,94.50 ,0.00 ,5,210,116,55.0%
Franchise,Carbrooke,Norfolk,"Bremer, Duncan S Esq",19.11.18,646,Clothing,Men,Jackets,MJ07-L-Yellow,Orion Two-Tone Fitted Jacket-L-Yellow,205,44,530.60 ,0.00 ,18,792,261,33.0%
Supermarket,Abbey Ward,Buckinghamshire,Sun Toledo Refinery Co,19.11.18,10309,Clothing,Men,Jackets,MJ02-XS-Red,Hyperion Elements Jacket-XS-Red,160,54,310.50 ,0.00 ,23,1242,932,75.0%
Supermarket,"Broxburn, Uphall and Winchburg",West Lothian,Charles S Cavadini Cic,19.11.18,24614,Clothing,Men,Tanks,MT02-L-Gray,Tristan Endurance Tank-L-Gray,65,25,371.30 ,0.10 ,33,825,454,55.0%
Franchise,Abbey Ward,Buckinghamshire,"Haney, Tom C Md",20.11.18,11584,Clothing,Men,Tanks,MT07-XS-Gray,Argus All-Weather Tank-XS-Gray,160,23,596.20 ,0.00 ,48,1104,508,46.0%
Franchise,Newport,Isle of Wight,Ernest E Heuer & Company Pc,20.11.18,55045,Clothing,Men,Tees,MS08-M-Black,Strike Endurance Tee-M-Black,80,22,290.40 ,0.10 ,20,440,150,34.0%
Small chain store,Loundsley Green Ward,Derbyshire,"Liss, Amy Esq",20.11.18,3585,Clothing,Men,Shorts,MSH08-36-Black,Orestes Fitness Short-36-Black,55,30,397.80 ,0.10 ,34,1020,622,61.0%
Supermarket,Howard Town Ward,Derbyshire,Jeh Construction Co,20.11.18,3585,Clothing,Men,Tees,MS08-XL-Black,Strike Endurance Tee-XL-Black,45,12,158.80 ,0.10 ,27,324,165,51.0%
Local store,Carbrooke,Norfolk,Hydrick Law Offices,21.11.18,22885,Clothing,Men,Tees,MS09-XS-Blue,Ryker LumaTech&trade; Tee (Crew-neck)-XS-Blue,205,7,15.40 ,0.10 ,4,28,13,45.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,Nursefinders,21.11.18,3492,Clothing,Men,Jackets,MJ04-M-Black,Kenobi Trail Jacket-M-Black,155,56,591.40 ,0.00 ,33,1848,1257,68.0%
Franchise,Abbey Ward,Buckinghamshire,Bilar Tool & Die Inc,21.11.18,6211,Clothing,Men,Hoodies & Sweatshirts,MH07-S-Gray,Hero Hoodie-S-Gray,160,22,42.20 ,0.10 ,3,66,24,36.1%
Franchise,Abbey Ward,Buckinghamshire,Max Video,21.11.18,6211,Clothing,Men,Shorts,MSH04,Torque Power Short,160,34,418.90 ,0.00 ,28,952,533,56.0%
Franchise,Howard Town Ward,Derbyshire,"Rotenstreich, H Andrew Esq",21.11.18,3492,Clothing,Men,Hoodies & Sweatshirts,MH01-L-Orange,Chaz Kangeroo Hoodie-L-Orange,45,25,245.00 ,0.00 ,35,875,630,72.0%
Franchise,Franche Ward,Hereford and Worcester,"Walker, Susan S Esq",21.11.18,46052,Clothing,Men,Tees,MS11-S-Blue,Atomic Endurance Running Tee (V-neck)-S-Blue,35,23,297.90 ,0.10 ,37,851,553,65.0%
Franchise,Parwich,Derbyshire,Sheplers Western Wear,21.11.18,3492,Clothing,Men,Tanks,MT08,Sparta Gym Tank,175,15,191.10 ,0.10 ,49,735,544,74.0%
Small chain store,Desborough,Northamptonshire,American Fine Foods Inc,21.11.18,46052,Clothing,Men,Shorts,MSH07-34-Purple,Rapha  Sports Short-34-Purple,50,27,568.60 ,0.00 ,39,1053,484,46.0%
Small chain store,Abbey Ward,Buckinghamshire,Sigmacom Corporation,21.11.18,48295,Clothing,Men,Hoodies & Sweatshirts,MH08,Oslo Trek Hoodie,160,44,1034.90 ,0.10 ,48,2112,1077,51.0%
Supermarket,Norton Canes,Staffordshire,"Neeley, Gregory W Esq",21.11.18,19521,Clothing,Men,Tanks,MT03-XS-Red,Primo Endurance Tank-XS-Red,35,20,113.40 ,0.00 ,9,180,67,37.0%
Supermarket,Conisbrough and Denaby Ward,South Yorkshire,Sherpa Corp,21.11.18,34689,Clothing,Men,Shorts,MSH07-33-Purple,Rapha  Sports Short-33-Purple,70,26,299.50 ,0.10 ,36,936,637,68.0%
Franchise,Weston-Super-Mare,North Somerset,Engelbrecht Ackerman & Hassman,22.11.18,40835,Clothing,Men,Hoodies & Sweatshirts,MH06-XL-Purple,Stark Fundamental Hoodie-XL-Purple,45,33,21.50 ,0.10 ,1,33,12,34.8%
Franchise,Stroud,Hampshire,East County Process,22.11.18,40835,Clothing,Men,Pants,MP08,Zeppelin Yoga Pant,105,40,540.80 ,0.10 ,26,1040,499,48.0%
Small chain store,St. Georges Hill Ward,Surrey,"Hasselberg, Michael R Esq",22.11.18,10183,Clothing,Men,Jackets,MJ09-XS-Yellow,Taurus Elements Shell-XS-Yellow,50,60,720.00 ,0.10 ,48,2880,2160,75.0%
Small chain store,Sawston,Cambridgeshire,"Callender, William C Esq",22.11.18,19943,Clothing,Men,Tanks,MT08-L-Green,Sparta Gym Tank-L-Green,5,16,166.40 ,0.10 ,16,256,90,35.0%
Supermarket,Abbey Ward,Buckinghamshire,Mmm Design Group,22.11.18,40835,Clothing,Men,Tees,MS03-L-Gray,Balboa Persistence Tee-L-Gray,160,22,197.10 ,0.10 ,14,308,111,36.0%
Supermarket,Astley Bridge Ward,Greater Manchester,Looking Good,22.11.18,11909,Clothing,Men,Hoodies & Sweatshirts,MH08-M-Red,Oslo Trek Hoodie-M-Red,75,21,87.80 ,0.00 ,11,231,143,62.0%
Local store,St. Enoder,Cornwall,L Winik & Associates Inc,23.11.18,17668,Clothing,Men,Tees,MS08-M-Black,Strike Endurance Tee-M-Black,30,23,338.10 ,0.00 ,49,1127,789,70.0%
Local store,Eccleston Ward,Merseyside,Bomarko Inc,23.11.18,55875,Clothing,Men,Pants,MP08,Zeppelin Yoga Pant,60,41,676.50 ,0.00 ,50,2050,1374,67.0%
Franchise,Carbrooke,Norfolk,Coastal Technologies,23.11.18,998,Clothing,Men,Pants,MP06-36-Green,Mithra Warmup Pant-36-Green,205,42,416.60 ,0.10 ,16,672,255,38.0%
Franchise,Brimpton,Berkshire,"Ruello, Joseph F",23.11.18,55875,Clothing,Men,Tanks,MT08-M-Green,Sparta Gym Tank-M-Green,35,19,371.10 ,0.10 ,31,589,218,37.0%
Franchise,Castle Ward,West Sussex,Office Service Co,23.11.18,48710,Clothing,Men,Jackets,MJ07-S-Black,Orion Two-Tone Fitted Jacket-S-Black,40,51,110.20 ,0.00 ,4,204,94,46.0%
Small chain store,St. Georges Hill Ward,Surrey,"Hasselberg, Michael R Esq",23.11.18,30726,Clothing,Men,Tanks,MT08-S-Green,Sparta Gym Tank-S-Green,50,20,441.00 ,0.10 ,35,700,259,37.0%
Small chain store,Abbey Ward,Buckinghamshire,Desktop Center,23.11.18,32195,Clothing,Men,Tanks,MT08-XL-Green,Sparta Gym Tank-XL-Green,160,15,43.10 ,0.10 ,7,105,62,59.0%
Small chain store,Abbey Ward,Buckinghamshire,Tipton & Hurst,23.11.18,17668,Clothing,Men,Tanks,MT08-XS-Green,Sparta Gym Tank-XS-Green,160,23,209.80 ,0.10 ,24,552,342,62.0%
Supermarket,Abbey Ward,Buckinghamshire,Lba Savings Bank,23.11.18,17668,Clothing,Men,Jackets,MJ12-S-Black,Proteus Fitness Jackshirt-S-Black,160,51,179.00 ,0.00 ,13,663,484,73.0%
Supermarket,Ryde,Isle of Wight,Tejas Loans,23.11.18,10884,Clothing,Men,Jackets,MJ12-S-Orange,Proteus Fitness Jackshirt-S-Orange,40,63,937.40 ,0.10 ,24,1512,575,38.0%
Local store,Howard Town Ward,Derbyshire,"Mcdonald, Michael J Esq",24.11.18,55906,Clothing,Men,Shorts,MSH01-32-Red,Cobalt CoolTech&trade; Fitness Short-32-Red,45,41,637.10 ,0.00 ,42,1722,1085,63.0%
Franchise,Maybury and Sheerwater Ward,Surrey,Mr Bar B Q Inc,24.11.18,55906,Clothing,Men,Tanks,MT09,Sinbad Fitness Tank,60,18,137.70 ,0.10 ,15,270,132,49.0%
Supermarket,Catterick,North Yorkshire,Practical Periphrals,24.11.18,55906,Clothing,Men,Tanks,MT02,Tristan Endurance Tank,40,20,656.60 ,0.00 ,49,980,323,33.0%
Franchise,Parwich,Derbyshire,Pigeon Falls State Bank,25.11.18,52035,Clothing,Men,Hoodies & Sweatshirts,MH10-L-Red,Mach Street Sweatshirt -L-Red,175,37,493.60 ,0.00 ,29,1073,579,54.0%
Local store,Aldridge Central and South War,West Midlands,"Cavuto, John A",26.11.18,5511,Clothing,Men,Tees,MS03-XS-Orange,Balboa Persistence Tee-XS-Orange,10,8,102.40 ,0.00 ,32,256,154,60.0%
Local store,Castle Ward,West Sussex,"Kelly, Mark C",26.11.18,39717,Clothing,Men,Shorts,MSH07-36-Blue,Rapha  Sports Short-36-Blue,40,32,326.40 ,0.10 ,20,640,314,49.0%
